Operator,Noisy_val_approx,Ideal_val,diff,diff_rem,Seq_REM,two_qc_ratio,single_qc_ratio,singles,doubles,singles_ratio,doubles_ratio,param_ratio,cnot_con
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 0), (2, 0)))",-1.48280047,-1.550025369,0.004519187,0.003649961,-1.543215378,0.261904762,0.738095238,1,2,0.25,0.2,0.214285714,"[(5, 4), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (5, 6), (6, 8), (6, 8), (6, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (5, 9), (9, 10), (9, 8), (9, 8), (9, 8), (5, 9), (9, 10), (9, 10), (9, 10), (9, 10)]"
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 0), (3, 0)))",-1.482979163,-1.550036928,0.004496744,0.003638808,-1.543301694,0.261904762,0.738095238,1,2,0.25,0.2,0.214285714,"[(5, 4), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (5, 6), (6, 8), (6, 8), (6, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (6, 8), (6, 8), (6, 8), (9, 10), (5, 9), (5, 9), (5, 6), (9, 10), (5, 9), (5, 9), (5, 9), (5, 9)]"
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((4, 0), (6, 0)))",-1.483454445,-1.552318986,0.004742325,0.003651676,-1.543883548,0.288343558,0.711656442,1,2,0.25,0.2,0.214285714,"[(4, 3), (12, 2), (2, 3), (4, 3), (11, 12), (11, 12), (11, 12), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (2, 3), (4, 3), (5, 4), (11, 3), (11, 3), (11, 3), (2, 3), (1, 2), (1, 2), (1, 2), (1, 2), (4, 3), (4, 3), (4, 3), (4, 10), (5, 4), (5, 4), (5, 4), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (5, 9), (5, 9), (5, 9), (9, 10)]"
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((5, 0), (7, 0)))",-1.483674843,-1.551974175,0.004664799,0.003625399,-1.543886126,0.284848485,0.715151515,1,2,0.25,0.2,0.214285714,"[(5, 4), (6, 8), (5, 6), (6, 8), (5, 6), (5, 6), (5, 6), (5, 4), (9, 8), (9, 8), (9, 8), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 6), (5, 9), (5, 6), (5, 6), (5, 6), (5, 4), (6, 8), (6, 8), (6, 8), (6, 8), (4, 10), (11, 10), (11, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10)]"
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.334231696,-1.673515517,0.115113511,0.107245369,-1.661715084,0.286995516,0.713004484,0,3,0,0.3,0.214285714,"[(4, 3), (11, 12), (11, 3), (4, 3), (12, 2), (12, 2), (12, 2), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (11, 3), (4, 3), (4, 3), (12, 2), (12, 2), (12, 2), (2, 3), (11, 12), (13, 12), (13, 1), (13, 1), (13, 1), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (1, 2), (2, 3), (1, 2), (1, 2), (1, 2), (1, 0), (12, 2), (13, 12), (13, 12), (13, 12), (12, 2), (1, 2), (1, 0), (13, 12), (13, 12), (13, 12), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 2), (1, 0), (12, 2), (12, 2), (12, 2), (13, 12)]"
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 0), (2, 0)))",-1.422949674,-1.614137404,0.036552748,0.032090255,-1.602087206,0.27173913,0.72826087,1,2,0.25,0.2,0.214285714,"[(2, 3), (13, 1), (1, 2), (2, 3), (13, 12), (13, 12), (13, 12), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (1, 2), (2, 3), (11, 3), (13, 12), (13, 12), (13, 12), (13, 1), (13, 12), (11, 12), (11, 3), (13, 12), (13, 12), (13, 12), (11, 12), (11, 3), (13, 12), (13, 12), (13, 12), (11, 12), (11, 3), (13, 12), (13, 12), (13, 12), (11, 12), (11, 3), (13, 12), (13, 12), (13, 12), (11, 12), (11, 12), (11, 3), (4, 3), (4, 3), (4, 3), (4, 3), (13, 12)]"
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 0), (3, 0)))",-1.422485144,-1.614251738,0.036774426,0.032257195,-1.602088025,0.284848485,0.715151515,1,2,0.25,0.2,0.214285714,"[(4, 3), (12, 2), (2, 3), (4, 3), (11, 12), (11, 12), (11, 12), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (2, 3), (4, 3), (4, 10), (11, 12), (11, 12), (11, 12), (12, 2), (11, 12), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (11, 10), (11, 10), (11, 10), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 10), (11, 3), (11, 10), (11, 10), (11, 10), (11, 12), (13, 12), (13, 12), (13, 12), (13, 12)]"
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((4, 0), (6, 0)))",-1.423127351,-1.612715918,0.035943825,0.032191413,-1.602547006,0.297619048,0.702380952,1,2,0.25,0.2,0.214285714,"[(2, 3), (2, 3), (2, 3), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (9, 10), (4, 10), (4, 3), (9, 10), (9, 10), (9, 10), (11, 10), (11, 12), (11, 12), (11, 12), (12, 2), (2, 3), (4, 3), (11, 12), (11, 12), (11, 12), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (2, 3), (4, 3), (11, 3), (11, 3), (11, 3), (2, 3), (11, 10), (11, 10), (11, 10), (11, 10)]"
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((5, 0), (7, 0)))",-1.422264668,-1.612841039,0.036319353,0.032345809,-1.602114075,0.282485876,0.717514124,1,2,0.25,0.2,0.214285714,"[(5, 6), (4, 10), (5, 4), (5, 6), (9, 10), (9, 10), (9, 10), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 4), (5, 6), (6, 8), (9, 10), (9, 10), (9, 10), (4, 10), (9, 10), (9, 8), (6, 8), (9, 10), (9, 10), (9, 10), (9, 8), (6, 8), (9, 10), (9, 10), (9, 10), (9, 8), (6, 8), (9, 10), (9, 10), (9, 10), (9, 8), (6, 8), (9, 10), (9, 10), (9, 10), (9, 8), (9, 8), (6, 8), (9, 10), (5, 9), (5, 9), (5, 9), (5, 9)]"
"(((1, 4), (2, 7)), ((0, 5), (3, 6)), ((0, 0), (2, 0)))",-1.330318926,-1.578121057,0.061405896,0.060516521,-1.576319985,0.25625,0.74375,1,2,0.25,0.2,0.214285714,"[(4, 3), (5, 6), (9, 10), (5, 9), (5, 6), (4, 10), (4, 10), (4, 10), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (11, 12), (11, 3), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (5, 6), (5, 6), (5, 6), (5, 6), (11, 12)]"
"(((1, 4), (2, 7)), ((0, 5), (3, 6)), ((1, 0), (3, 0)))",-1.330022556,-1.577841875,0.061414415,0.06009326,-1.575161822,0.257309942,0.742690058,1,2,0.25,0.2,0.214285714,"[(4, 3), (9, 10), (5, 9), (5, 9), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (4, 10), (4, 10), (4, 10), (5, 4), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (11, 12), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((1, 4), (2, 7)), ((0, 5), (3, 6)), ((4, 0), (6, 0)))",-1.337558323,-1.578121066,0.057870433,0.05879287,-1.580030733,0.285714286,0.714285714,1,2,0.25,0.2,0.214285714,"[(4, 3), (5, 6), (7, 8), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (4, 3), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (9, 8), (7, 8), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (5, 9), (5, 9), (5, 9), (5, 6), (5, 4), (5, 4), (5, 4), (5, 4), (9, 10)]"
"(((1, 4), (2, 7)), ((0, 5), (3, 6)), ((5, 0), (7, 0)))",-1.330825767,-1.577841878,0.061016959,0.059357236,-1.574459171,0.281481481,0.718518519,1,2,0.25,0.2,0.214285714,"[(2, 3), (5, 4), (9, 8), (11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (4, 10), (4, 10), (4, 10), (5, 4), (11, 3), (11, 3), (2, 3), (4, 3), (4, 3), (4, 3), (4, 3), (11, 10)]"
"(((1, 4), (2, 7)), ((0, 0), (2, 0)), ((1, 0), (3, 0)))",-1.528586302,-1.528586302,0,9.94571E-07,-1.52758902,0.25,0.75,2,1,0.5,0.1,0.214285714,"[(5, 4), (5, 9), (5, 9), (5, 9), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (6, 8), (6, 8), (6, 8), (6, 8), (4, 10), (4, 10), (4, 10), (9, 10), (11, 10), (11, 10), (11, 10), (11, 10)]"
"(((1, 4), (2, 7)), ((0, 0), (2, 0)), ((4, 0), (6, 0)))",-1.58351223,-1.58351223,0,9.94587E-07,-1.58251494,0.285714286,0.714285714,2,1,0.5,0.1,0.214285714,"[(4, 10), (9, 10), (9, 10), (9, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (9, 8), (9, 8), (9, 8), (11, 12), (11, 12), (11, 12), (11, 12)]"
"(((1, 4), (2, 7)), ((0, 0), (2, 0)), ((5, 0), (7, 0)))",-1.570888036,-1.570888036,0,9.94609E-07,-1.569890735,0.274509804,0.725490196,2,1,0.5,0.1,0.214285714,"[(9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (9, 10), (5, 9), (5, 6), (5, 6), (5, 6), (5, 6), (9, 10), (9, 10), (9, 10), (9, 8), (4, 10), (4, 10), (4, 10), (4, 10)]"
"(((1, 4), (2, 7)), ((1, 0), (3, 0)), ((4, 0), (6, 0)))",-1.570403005,-1.570403005,0,9.94587E-07,-1.569405715,0.288659794,0.711340206,2,1,0.5,0.1,0.214285714,"[(11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 3), (4, 3), (4, 3), (9, 10), (11, 10), (11, 10), (9, 10), (11, 3), (2, 3), (2, 3), (2, 3), (2, 3), (11, 12), (11, 12), (11, 12), (11, 12)]"
"(((1, 4), (2, 7)), ((1, 0), (3, 0)), ((5, 0), (7, 0)))",-1.579748539,-1.579748539,0,9.94597E-07,-1.578751244,0.25,0.75,2,1,0.5,0.1,0.214285714,"[(5, 4), (5, 9), (5, 9), (5, 9), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (5, 9), (5, 9), (5, 9), (5, 4), (4, 3), (4, 3), (4, 3), (4, 3), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((1, 4), (2, 7)), ((4, 0), (6, 0)), ((5, 0), (7, 0)))",-1.531746197,-1.531746197,0,9.94581E-07,-1.53074891,0.291666667,0.708333333,2,1,0.5,0.1,0.214285714,"[(4, 3), (12, 2), (11, 12), (11, 12), (11, 12), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (11, 3), (4, 3), (2, 3), (2, 3), (2, 3), (1, 2), (1, 2), (1, 2), (1, 2), (11, 3), (11, 10), (11, 10), (11, 10), (11, 10)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.46181882,-1.570268983,0.011761438,0.00853251,-1.554190407,0.283018868,0.716981132,0,3,0,0.3,0.214285714,"[(4, 3), (5, 4), (5, 4), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (2, 3), (5, 4), (5, 9), (4, 10), (4, 10), (4, 10), (5, 4), (5, 4), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (11, 3), (2, 3), (4, 3), (4, 3), (4, 3), (11, 3)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.418806065,-1.655979577,0.056251275,0.051500799,-1.64574394,0.281512605,0.718487395,0,3,0,0.3,0.214285714,"[(4, 3), (5, 9), (5, 9), (5, 4), (4, 3), (9, 10), (9, 10), (9, 10), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (2, 3), (2, 3), (2, 3), (4, 10), (4, 10), (4, 10), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 10), (11, 10), (11, 10), (11, 3)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.410319501,-1.613676352,0.041354009,0.047740112,-1.628814609,0.286792453,0.713207547,0,3,0,0.3,0.214285714,"[(12, 2), (13, 1), (1, 2), (12, 2), (12, 2), (12, 2), (13, 1), (1, 2), (12, 2), (12, 2), (12, 2), (13, 1), (1, 2), (12, 2), (12, 2), (12, 2), (13, 1), (1, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 12), (13, 12), (12, 2), (11, 12), (11, 12), (13, 1), (1, 0), (1, 0), (1, 0), (13, 1), (13, 12), (13, 1), (13, 12), (13, 12), (13, 12), (11, 12), (13, 12), (13, 12), (13, 12), (13, 1), (13, 12), (13, 1), (13, 12), (13, 12), (13, 12), (11, 12), (13, 12), (13, 12), (13, 12), (13, 1), (13, 12), (13, 12), (11, 12), (12, 2), (13, 1), (1, 0), (13, 12), (13, 12), (13, 12), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (13, 1), (1, 0), (13, 12), (13, 12), (13, 12), (12, 2)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 0), (2, 0)))",-1.50252009,-1.543169546,0.001652378,0.001470891,-1.540872287,0.271676301,0.728323699,1,2,0.25,0.2,0.214285714,"[(1, 2), (12, 2), (12, 2), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (1, 2), (2, 3), (1, 2), (1, 2), (1, 2), (1, 0), (12, 2), (11, 12), (11, 12), (11, 12), (11, 12), (12, 2), (12, 2), (12, 2), (13, 12), (12, 2), (12, 2), (12, 2), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (13, 1), (1, 0), (1, 2), (1, 2), (1, 2), (13, 1)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 0), (3, 0)))",-1.502443108,-1.543176523,0.001659211,0.001471176,-1.540799017,0.307189542,0.692810458,1,2,0.25,0.2,0.214285714,"[(4, 3), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (11, 10), (9, 10), (9, 8), (9, 8), (9, 8), (6, 8), (6, 8), (6, 8), (6, 8), (9, 10), (11, 3), (11, 3), (11, 3), (4, 3), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (11, 10), (9, 10), (4, 10), (4, 10), (4, 10), (11, 10)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((4, 0), (6, 0)))",-1.503367919,-1.544789032,0.001715709,0.001490082,-1.541969505,0.274853801,0.725146199,1,2,0.25,0.2,0.214285714,"[(12, 2), (11, 12), (11, 12), (11, 12), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 12), (13, 12), (11, 12), (11, 12), (11, 12), (11, 3), (12, 2), (11, 12), (11, 12), (11, 12), (11, 10), (11, 12), (11, 12), (11, 12), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 10), (11, 3), (11, 12), (11, 12), (11, 12), (11, 10), (11, 3), (11, 3), (11, 3), (11, 3)]"
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((5, 0), (7, 0)))",-1.50321509,-1.544670784,0.001718575,0.001494145,-1.541869262,0.287581699,0.712418301,1,2,0.25,0.2,0.214285714,"[(5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (4, 10), (11, 10), (9, 10), (9, 10), (9, 10), (9, 8), (4, 10), (5, 4), (5, 9), (9, 8), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (5, 9), (9, 8), (5, 9), (5, 9), (5, 9), (9, 10), (5, 9), (5, 9), (5, 9), (5, 9)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.404171353,-1.655979579,0.063407383,0.044247579,-1.614522437,0.284444444,0.715555556,0,3,0,0.3,0.214285714,"[(2, 3), (13, 12), (13, 1), (13, 1), (13, 1), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (1, 2), (2, 3), (1, 2), (1, 2), (1, 2), (11, 3), (11, 10), (11, 10), (11, 10), (12, 2), (11, 12), (11, 3), (11, 3), (11, 3), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 3), (11, 10), (9, 10), (9, 10), (12, 2), (12, 2), (12, 2), (2, 3), (4, 3), (4, 10), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.384352592,-1.619249328,0.055176476,0.044309194,-1.594850084,0.286956522,0.713043478,0,3,0,0.3,0.214285714,"[(11, 10), (11, 3), (11, 3), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (4, 3), (5, 4), (5, 4), (5, 4), (4, 3), (11, 12), (12, 2), (11, 12), (11, 12), (11, 12), (11, 3), (11, 3), (11, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (4, 3), (2, 3), (4, 3), (4, 3), (4, 3), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (9, 10), (4, 10), (9, 10), (9, 10), (9, 10), (11, 10)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 0), (2, 0)))",-1.483328634,-1.544789026,0.00377738,0.002758651,-1.535851499,0.286585366,0.713414634,1,2,0.25,0.2,0.214285714,"[(11, 10), (9, 10), (9, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (11, 10), (4, 10), (4, 3), (9, 10), (9, 10), (9, 10), (5, 9), (5, 9), (5, 9), (11, 10), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (4, 10), (4, 10), (4, 10), (5, 4), (4, 3), (4, 3), (4, 3), (4, 3)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 0), (3, 0)))",-1.48311876,-1.544670784,0.003788652,0.0027894,-1.535933531,0.285714286,0.714285714,1,2,0.25,0.2,0.214285714,"[(4, 3), (11, 12), (12, 2), (12, 2), (12, 2), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (2, 3), (4, 3), (2, 3), (2, 3), (2, 3), (5, 4), (11, 3), (11, 10), (4, 10), (5, 4), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (4, 10), (5, 4), (11, 3), (11, 3), (11, 3), (11, 10), (4, 10), (4, 10), (4, 10), (4, 10)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((4, 0), (6, 0)))",-1.483300481,-1.543169549,0.003584305,0.002706055,-1.535320237,0.275,0.725,1,2,0.25,0.2,0.214285714,"[(5, 9), (9, 8), (9, 8), (9, 8), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 8), (6, 8), (6, 8), (6, 8), (5, 6), (5, 4), (6, 8), (6, 8), (6, 8), (6, 8), (9, 10), (5, 9), (5, 9), (5, 9), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (5, 9), (5, 9), (5, 9), (11, 10), (4, 10), (4, 10), (5, 4), (11, 10)]"
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((5, 0), (7, 0)))",-1.483037149,-1.543176523,0.003616744,0.00270734,-1.535069254,0.275,0.725,1,2,0.25,0.2,0.214285714,"[(11, 12), (13, 1), (1, 2), (1, 2), (1, 2), (13, 12), (11, 12), (12, 2), (11, 12), (13, 12), (11, 12), (12, 2), (11, 12), (13, 12), (13, 12), (11, 12), (11, 10), (13, 1), (13, 1), (13, 1), (1, 2), (2, 3), (11, 3), (11, 10), (13, 12), (13, 12), (13, 12), (13, 12), (12, 2), (12, 2), (12, 2), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 3), (11, 10), (11, 3), (11, 3), (11, 3), (11, 12)]"
"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.301707588,-1.653571353,0.123808109,0.101053786,-1.61959717,0.278761062,0.721238938,0,3,0,0.3,0.214285714,"[(5, 4), (5, 6), (5, 6), (5, 6), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 6), (5, 9), (5, 6), (5, 6), (5, 6), (5, 4), (11, 12), (11, 10), (11, 10), (11, 10), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 10), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (11, 10), (11, 10), (9, 10), (11, 12), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (11, 10), (9, 10), (4, 10), (4, 10), (4, 10), (11, 10)]"
"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 0), (2, 0)))",-1.416860202,-1.620642395,0.041527182,0.034937684,-1.603776451,0.275,0.725,1,2,0.25,0.2,0.214285714,"[(9, 8), (7, 8), (7, 8), (7, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (7, 8), (6, 8), (7, 8), (7, 8), (7, 8), (9, 8), (11, 10), (12, 2), (2, 3), (2, 3), (2, 3), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (2, 3), (2, 3), (2, 3), (11, 10), (11, 12), (11, 12), (11, 10), (9, 10), (9, 10), (9, 10), (9, 10), (12, 2)]"
"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((1, 0), (3, 0)))",-1.417944532,-1.620764683,0.041136014,0.034979203,-1.604971812,0.283870968,0.716129032,1,2,0.25,0.2,0.214285714,"[(5, 6), (6, 8), (6, 8), (6, 8), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 8), (6, 8), (6, 8), (6, 8), (5, 6), (9, 10), (11, 3), (2, 3), (2, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (4, 3), (2, 3), (4, 3), (11, 3), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (5, 4), (11, 12), (11, 12), (11, 12), (12, 2)]"
